"ResponseId","part.group","EndDate","Duration..in.seconds.","bnt1","bnt2","bnt3","bnt4","time.bnt_Page.Submit","mct.w","mct.w.pro_1","mct.w.pro_2","mct.w.pro_3","mct.w.pro_4","mct.w.pro_5","mct.w.pro_6","mct.w.con_1","mct.w.con_2","mct.w.con_3","mct.w.con_4","mct.w.con_5","mct.w.con_6","mct.d","mct.d.pro_1","mct.d.pro_2","mct.d.pro_3","mct.d.pro_4","mct.d.pro_5","mct.d.pro_6","mct.d.con_1","mct.d.con_2","mct.d.con_3","mct.d.con_4","mct.d.con_5","mct.d.con_6","time.mct_Page.Submit","treat.check","time.sec2_Page.Submit","fq1_1","fq2_1","fq3_1","fq4_1","fq5_1","fq6_1","fq7_1","fq8_1","fq9_1","fq10_1","fq11_1","fq12_1","fq13_1","fq14_1","fq15_1","fq16_1","fq17_1","fq18_1","fq19_1","fq20_1","fq21_1","fq22_1","fq23_1","fq24_1","selfassessment","exp","exp.sp","team","time","source","intu.anal","method","time.refl_Page.Submit","sex","year","edu","emp","CompletionCode","Group"
"R_33pOPghe6oxZg94","other",2017-02-07,986,30,25,20,0.5,259.529,2,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"232.961","",303.852,0.61,0.82,0.3,0.31,0.41,0.7,0.41,0.32,0.62,0.61,0.31,0.23,0.61,0.65,0.7,0.8,0.3,0.72,0.61,0.39,0.81,0.89,0.61,0.6,"Slightly good","Yes, I have tried forecasting events a few times","None","Individually","10-30 min","News,Online databases / statistics","Mostly analysis, some intuition","","88.258","Male","1968","Some college/university but no degree","    Self-employed","47931159","Control"
"R_33x5x90dCpnvbD3","mturk",2017-02-06,338,30,10,11,20,66.054,1,1,2,1,1,-2,-2,2,2,2,2,-2,1,-1,-2,-3,-2,-1,-1,0,-1,-2,-2,-1,-1,-1,"73.905","Yes",90.855,0.74,0.72,0.81,0.74,0.33,0.34,0.66,0.31,0.34,0.29,0.77,0.28,0.71,0.36,0.28,0.27,0.32,0.23,0.24,0.28,0.29,0.29,0.32,0.32,"Slightly bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","None","Mostly intuition, some analysis","Since I didn't really have much background, I just made a judgement given historical context and my memory.","86.578","Male","1975","Bachelor's degree","    Employed for wages","19051677","Treatment"
"R_3CK1VMnojzOVFsU","mturk",2017-02-06,866,30,25,20,50,191.772,2,0,0,0,3,4,3,4,3,0,3,3,-4,2,3,4,0,2,3,0,0,0,3,3,-4,2,"322.189","",178.375,0.25,0.24,0.24,0.08,0.4,0.23,0.23,0.29,0.4,0.34,0.13,0.14,0.14,0.14,0.08,0.15,0.13,0.3,0.04,0.5,0.29,0.23,0.08,0.09,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","None","Only intuition","I used by best judgement based on the severity of the situation of the forecast. ","120.648","Female","1963","Some college/university but no degree","    Self-employed","90634573","Control"
"R_3CZejbLJ2ZgD2pd","other",2017-02-09,2251,30,25,23,50,525.918,-1,-2,-1,-3,-1,-1,1,2,0,-1,1,-1,-1,1,2,1,-1,-1,-2,-2,-1,-2,-1,-3,-4,-2,"511.282","Yes",980.194,0.1,0.31,0.2,0.4,0.71,0.24,0.41,0.91,0.2,0.75,0.1,0.49,0.3,0.4,0.8,0.81,0.69,0.4,0.1,0.4,0.7,0.7,0.19,0.3,"Moderately good","Yes, I have tried forecasting events a few times","Yes, more than two years","Individually","10-30 min","News","About evenly intuition and analysis","","108.215","Male","1984","Master's degree","    Employed for wages","7490641","Treatment"
"R_3DDGyIAAA8DIwbn","mturk",2017-02-06,328,30,20,30,20,27.319,2,1,4,2,2,3,3,-3,-3,-4,-3,-4,-3,2,3,2,2,2,2,2,-3,-3,-3,-2,-3,-3,"85.107","",127.338,0.86,0.71,0.25,0.28,0.17,0.31,0.72,0.4,0.23,0.22,0.38,0.26,0.17,0.71,0.12,0.18,0.2,0.3,0.65,0.65,0.28,0.28,0.29,0.21,"Moderately good","No, I never participated in any forecasting of events","None","Individually","10-30 min","Reports of non-government organizations","About evenly intuition and analysis","I approached each one seperately and uniquely.","48.638","Male","1981","Bachelor's degree","    Employed for wages","71727923","Control"
"R_3e9NEXblzPmUwbt","mturk",2017-02-06,822,30,25,20,50,104.141,2,1,3,-2,3,3,4,-3,0,-4,1,-4,-4,1,0,2,-4,-3,1,-3,-4,-4,2,-4,-4,-4,"208.788","Yes",313.64,0.7,0.4,0.3,0.7,0.2,0.65,0.55,0.35,0.65,0.25,0.5,0.6,0.09,0.55,0.2,0.8,0.2,0.15,0.05,0.85,0.2,0.55,0.04,0.2,"Moderately bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","News","About evenly intuition and analysis","I considered relevant facts I was aware of (and googled for news on a few of them) to get a general range and then went with my hunch within that range. Some, I had absolutely no idea and had to guess.","108.207","Female","1979","Master's degree","    Self-employed","97399923","Treatment"
"R_3Ep2lPDTgFARHFR","mturk",2017-02-06,623,25,10,35,10,148.059,2,2,2,2,3,2,0,-2,-2,-2,2,2,0,3,4,2,1,2,2,-1,-2,0,-4,1,1,-1,"175.709","Yes",176.203,0.2,0.81,0.3,0.4,0.51,0.19,0.3,0.13,0.19,0.19,0.29,0.84,0.09,0.19,0.2,0.19,0.09,0.72,0.03,0.6,0.08,0.71,0.61,0.19,"Slightly good","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","News,Online databases / statistics","About evenly intuition and analysis","I balanced my answer between facts that I knew already and my feeling of the probability. ","65.599","Female","1985","Bachelor's degree","    Employed for wages","67820032","Treatment"
"R_3ew2kMqEr3Y7lxh","uni",2017-02-10,14620,30,33.33,23.33,4,2636.609,-1,-1,-2,-2,1,-1,1,1,-1,-1,2,2,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-2,1,"355.093","",727.372,0.61,0.39,0.4,0.3,0.61,0.39,0.61,0.61,0.73,0.39,0.48,0.59,0.66,0.52,0.56,0.45,0.45,0.31,0.4,0.53,0.61,0.57,0.63,0.56,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","1 to 2 hours","News,Reports of non-government organizations","Mostly intuition, some analysis","In a conflict I was familiar with I relied mainly on intuition because I had done some research before. For conflicts I had less prior knowledge I looked up news and reports online to try and assess the situation in a fashion that was more informed. Often, the questions were very specific so I would have agreed at least partially but of course that influenced my percentage-based answer in a way that I changed my forecast accordingly.","277.736","Female","1992","Bachelor's degree","    A student","16991276","Control"
"R_3ez84MNsIXoytxb","mturk",2017-02-07,1163,40,40,50,20,216.34,3,1,2,3,-2,2,4,4,1,2,4,1,3,2,3,2,1,3,4,3,3,4,4,2,0,2,"282.464","",237.162,0.05,0.83,0.11,0.92,0.51,0.87,0.95,0.12,0.91,0.2,0.64,0.93,0.92,0.84,0.93,0.03,0.97,0.29,0.3,0.19,0.51,1,0.39,0.3,"Slightly good","No, I never participated in any forecasting of events","None","Individually","10-30 min","None","Mostly intuition, some analysis","I based my predictions on what the general attitude in the world is about the US strength and determination as we are a large deterrent to some major government leaders as well as the terrorist groups. When the world sees weakness from us they are generally more likely to ""act-out"" so to speak. When we are smart and strong, they respect us at the least and somewhat fear our capabilities. So i considered our new administration in light of all of these situations along with past activity by these entities. ","320.062","Male","1975","Bachelor's degree","    Employed for wages","66710751","Control"
"R_3EZjsIvqJaKsBaG","mturk",2017-02-07,447,25,25,20,50,40.276,-3,-4,-4,-4,-4,-4,-4,4,4,0,4,4,0,2,4,NA,-4,NA,3,0,-4,-4,2,-4,-4,4,"189.473","Yes",125.492,0.78,0.83,0.58,0.31,0.85,0.87,0.95,0.06,0.11,0.06,0.06,0.56,0.8,0.65,0.88,0.36,0.65,0.15,0.14,0.56,0.89,0.97,0.66,0.83,"Slightly good","Yes, I have tried forecasting events a few times","None","Individually","Less than 10 min","None","Only intuition","Just guessed based on the actions so far of the Trump administration and the world's reaction to those actions.","56.598","Female","1969","Bachelor's degree","    Self-employed","97418911","Treatment"
"R_3fDcxOT4GIPuK8p","mturk",2017-02-07,1744,25,25,20,10,172.53,-1,-2,0,-1,2,-1,3,-2,3,1,3,-1,-1,2,-2,-2,-2,2,2,1,-2,1,1,-3,-3,2,"1390.882","",89.154,0.84,0.78,0.25,0.27,0.26,0.29,0.32,0.77,0.22,0.65,0.62,0.74,0.65,0.65,0.66,0.77,0.42,0.2,0.36,0.35,0.79,0.66,0.86,0,"Slightly bad","Yes, I have tried forecasting events a few times","None","Individually","10-30 min","News,Academic papers","Mostly intuition, some analysis","I based all of the answers off of my knowledge of current politics. ","47.943","Female","1992","Bachelor's degree","    Self-employed","1391249","Control"
"R_3ferQiq04t1iTzK","other",2017-02-06,1273,30,75,20,50,273.697,NA,-4,4,-2,1,1,3,-1,-2,-4,1,-1,-4,3,4,4,-1,1,2,-4,-4,-2,-4,1,-1,-4,"252.651","Yes",350.386,0.6,0.3,0.35,0.6,0.7,0.4,0.8,0.4,0.2,0.75,0.2,0.8,0.9,0.65,0.8,1,0,0,0.15,0.4,1,0.8,0.4,0.4,"Slightly good","Yes, I have tried forecasting events a few times","Yes, between six months and two years","Individually","Less than 10 min","News","Only intuition","No specific method, just ""gut feeling"".","106.029","Male","1988","Master's degree","    Employed for wages","2098358","Treatment"
"R_3fkInDt6AhEuNdq","mturk",2017-02-06,1441,30,10,20,4,333.046,-2,-3,0,-3,-2,-2,-3,4,4,2,4,3,-1,-1,-1,0,-3,0,-1,0,3,0,2,3,0,0,"445.695","Yes",383.438,0.29,0.81,0.41,0.61,0.4,0.72,0.7,0.39,0.54,0.6,0.67,0.75,0.41,0.82,0.71,0.62,0.55,0.61,0.29,0.41,0.71,0.72,0.56,0.61,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","News,Reports of governments and/or international organizations,Social media","Mostly intuition, some analysis","I tried to remember what has happened in the news regarding the Countries and events. My husband and I try to keep up on politics. ","139.864","Female","1957","Bachelor's degree","    Retired","3030356","Treatment"
"R_3fT5UVn3Ez2oObE","uni",2017-02-12,1707,30,25,20,50,515.201,2,3,1,-2,2,1,4,-1,-1,-2,1,-3,-2,3,1,3,-1,4,1,-3,-2,-1,2,-2,-2,-1,"498.02","Yes",512.381,0.4,0.15,0.55,0.05,0.9,0.15,0.6,0.45,0.85,0.8,0.75,0.7,0.75,0.2,0.75,0.75,0.36,0.1,0.25,0.2,0.95,0.95,0.4,0.95,"Slightly bad","No, I never participated in any forecasting of events","None","Individually","2 to 4 hours","News,Reports of governments and/or international organizations,Online databases / statistics","About evenly intuition and analysis","Inevitably some prior knowledge informs you, prompts you to trend in one direction or another. Before making a decision though, googling the issues and attempting to look into historical trends is the first decision, updated by the latest news reports, with weight given more towards history than potentially overblown fears of the present.","147.114","Male","1991","Master's degree","    A student","30484044","Treatment"
"R_3fxZ9Z07hkCkIpO","other",2017-02-09,1300,25,10,20,60,367.423,-1,-1,2,-1,-2,-1,3,1,1,-1,3,1,-4,1,2,1,-3,-1,-1,-3,1,-3,-1,-3,-2,0,"254.945","",516.083,0.6,0.1,0.3,0.4,0.2,0.65,0.2,0.3,0.7,0.65,0.3,0.7,0.2,0.3,0.8,0.2,0.4,0.3,0.4,0.3,0.5,0.7,0.1,0.8,"Slightly bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","News,Reports of non-government organizations","Mostly intuition, some analysis","","64.33","Female","1992","Bachelor's degree","    A student","17014922","Control"
"R_3fZXvs8IHeYg1Ed","uni",2017-02-09,11783,25,10,23.3,0.001,294.725,1,-2,-2,-2,1,-1,2,-1,1,2,1,-2,-1,2,1,1,-1,1,1,-1,-2,-2,0,-1,-1,-1,"235.618","Yes",11094.474,0.2,0.7,0.1,0.25,0.61,0.7,0.7,0.3,0.5,0.66,0.55,0.67,0.71,0.3,0.5,0.19,0.45,0.2,0.15,0.46,0.34,0.71,0.15,0.65,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","News","Mostly intuition, some analysis","I used my general knowledge from reading news reports, and in events where I was not sure about the relationship in question I googled it and read the most prominent news sources, and based my decision on the most current information. ","103.266","Female","1989","Bachelor's degree","    A student","35257964","Treatment"
"R_3GkZ4epfGz5WVg4","other",2017-02-06,904,30,10,23,50,412.161,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-2,0,0,0,0,0,1,1,1,1,0,0,"154.155","",204.906,0.43,0.09,0.35,0.08,0.17,0.24,1,0.26,0.02,0.29,0.21,0.07,0.6,0.62,0.3,0.57,0.66,0.04,0.86,0.07,0.43,0.84,0.06,0.06,"Neither good nor bad","No, I never participated in any forecasting of events","Yes, more than two years","Individually","Less than 10 min","None","About evenly intuition and analysis","","49.853","Male","1980","Doctoral degree","    Employed for wages","95380108","Control"
"R_3gNGzIJxx52to1b","uni",2017-02-09,3118,30,25,20,80,171.117,-1,-2,1,-3,1,-1,1,1,1,-1,4,-1,0,2,2,1,-1,-1,1,-4,-3,4,1,-1,-1,1,"357.98","Yes",2378.959,0.2,0.8,0.43,0.14,0.95,0.6,0.35,1,0.7,0.91,0.04,0.4,0.76,0.2,0.91,0.55,0.15,0.6,0.4,0.29,0.05,0.9,0.61,0.92,"Neither good nor bad","No, I never participated in any forecasting of events","Yes, but less than six months","Individually","30 min to 1 hour","News,Reports of non-government organizations,Reports of governments and/or international organizations,Online databases / statistics","Mostly analysis, some intuition","Use Wikipedia to get an overall overview of the situation. Use official reports to see how the numbers were in the past year(s). Than use 'google news' to see the latest developments per issue. ","123.216","Female","1993","Bachelor's degree","    A student","89461834","Treatment"
"R_3Gvau1GkojHFXhV","uni",2017-02-10,62217,30,25,20,50,1311.834,-3,-1,-4,-1,-3,-4,1,4,3,-1,4,-1,-3,1,-1,1,1,-1,1,1,-3,-1,2,-1,-2,2,"469.096","",1171.933,0.6,0.71,0.3,0,0.05,0.21,0.3,0.6,0.35,0.49,0.2,0.15,0.25,0.25,0.25,0,0.35,0.2,0.05,0.05,0.3,0.6,0.05,0.1,"Slightly bad","No, I never participated in any forecasting of events","None","With one other person","1 to 2 hours","News,Reports of governments and/or international organizations,Online databases / statistics,Peers and friends","About evenly intuition and analysis","I looked at similar events in the past (news + NGO reports), then compared it to the actual situation mentioned there (news + IO reports) and then discussed my assessment with my friend.","217.62","Female","1993","Bachelor's degree","    A student","10519891","Control"
"R_3Gx06RBZqVe6PVO","uni",2017-02-11,4212,30,10,20,4,733.026,1,-3,-3,-4,2,-3,4,3,0,-4,4,1,-3,1,4,4,-4,-4,-4,-4,-4,1,2,-4,-4,1,"479.673","",2870.491,0.71,0.6,0,0,0.72,0.61,0.72,0.91,0.7,0.18,0,0.81,0.19,0.19,0.09,0.83,0.09,0.59,0.04,0.71,0.06,0.74,0.66,0.07,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","30 min to 1 hour","News,Academic papers","About evenly intuition and analysis","","65.668","Male","1990","Bachelor's degree","    A student","87049528","Control"
"R_3hfHZj0tDc3vdVn","other",2017-02-13,24581,30,25,20,50,501.116,2,-3,3,-3,4,2,4,-2,-2,-3,-1,-4,-4,1,2,2,-3,-2,-2,-3,-3,0,-4,-3,-4,1,"293.553","Yes",23290.204,0.15,0.4,0.1,0.25,0.1,0.3,0.65,0.8,0.25,0.38,0.16,0.81,0.76,0.1,0.61,0.77,0.14,0.06,0.31,0.13,0.9,0.8,0.1,0.25,"Moderately bad","Yes, I have tried forecasting events a few times","Yes, more than two years","With one other person","Less than 10 min","None","Mostly intuition, some analysis","In order to know what the conflicts were about I relied on the fact that I am very much up to speed with security-related events in most parts of the world. As for the actual forecasting, my belief in social scientists' inability (or anyone's, for that matter) to make good predictions of future events led me to follow a gut feeling coupled with my own assessment of the respective situation. ","377.282","Male","1980","Doctoral degree","    Out of work and looking for work","84277969","Treatment"
"R_3HpjSMol5MOCAxS","other",2017-02-06,1808,30,25,NA,NA,830.853,-3,-3,-3,-3,-3,-3,1,3,3,1,3,1,1,-2,-1,-2,-3,-3,-2,-3,1,1,2,2,2,2,"401.704","Yes",385.72,0.7,0.29,0.61,0.31,0.41,0.83,0.7,0.61,0.61,0.35,0.4,0.72,0.32,0.11,0.7,0.3,0.3,0.19,0.61,0.71,0.41,0.6,0.33,0.29,"Slightly good","No, I never participated in any forecasting of events","None","Individually","10-30 min","None","Mostly intuition, some analysis","","107.728","Female","1988","Master's degree","    Out of work and looking for work","42036270","Treatment"
"R_3HuJGXAh7eMoIOy","mturk",2017-02-06,793,30,25,40,10,78.481,-2,-4,1,-3,-2,-4,-1,4,4,1,4,2,-4,2,3,0,-4,-4,-2,0,-4,-4,-4,-4,1,-1,"201.448","Yes",392.809,0.61,0.3,0.08,0.4,0.51,0.61,0,0.4,0.29,0.19,0.51,0.61,0.51,0.51,0.81,0.6,0.6,0.19,0,0.31,0.61,0.81,0.23,0.61,"Extremely bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","News","Mostly intuition, some analysis","","43.795","Female","1982","Some college/university but no degree","    Unable to work","95443762","Treatment"
"R_3HUrIZk1K8zMR3S","mturk",2017-02-06,2389,30,25,20,50,370.833,-1,-1,-2,-1,-1,-2,-1,1,2,1,1,2,1,1,2,1,2,2,1,0,1,2,1,2,2,0,"288.83","Yes",156.947,0.6,0.81,0.59,0.4,0.63,0.49,0.29,0.67,0.33,0.73,0.65,0.65,0.28,0.73,0.5,0.28,0.62,0.76,0.62,0.74,0.4,0.39,0.7,0.3,"Moderately good","Yes, I have tried forecasting events a few times","Yes, between six months and two years","Individually","30 min to 1 hour","News,Reports of governments and/or international organizations,Online databases / statistics,Social media","Mostly analysis, some intuition","First of all I relied upon my knowledge and beliefs about  the matter. I observed the past actions of the entity and current actions before making a forecast. Some of the forecasts may be odd but that is my personal intuition. I searched the internet and read some topics to gain better understanding about the topic.","228.991","Male","1986","Master's degree","    Employed for wages","805320","Treatment"
"R_3ijMTdVfo7tRGjo","mturk",2017-02-07,437,5,30,10,6,88.984,1,1,0,1,-1,-1,2,-1,2,1,1,-1,1,1,2,1,0,1,1,0,0,0,1,1,0,1,"104.559","Yes",114.531,0.24,0.52,0.51,0.8,0.51,0.76,0.54,0.51,0.51,0.51,0.45,0.51,0.54,0.51,0.3,0.55,0.65,0.32,0.57,0.58,0.58,0.45,0.59,0.4,"Moderately good","Yes, I sometimes forecast events","None","Individually","Less than 10 min","None","Mostly intuition, some analysis","Based on what I alraedy know is going on in the world, news, and politics. ","82.605","Female","1985","Master's degree","    Employed for wages","93134515","Treatment"
"R_3itoMIgRrdud8QV","mturk",2017-02-06,190,25,25,15,10,29.011,-1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,2,2,1,1,2,2,2,2,2,2,2,2,1,"45.95","Yes",45.33,0.36,0.25,0.3,0.27,0.33,0.26,0.3,0.25,0.36,0.27,0.29,0.34,0.24,0.24,0.38,0.37,0.36,0.23,0.35,0.32,0.18,0.39,0.37,0.38,"Slightly good","Yes, I sometimes forecast events","None","Individually","10-30 min","News,Peers and friends,Social media","Mostly intuition, some analysis","I went with my gut feeling. ","35.385","Female","1984","Bachelor's degree","    Employed for wages","4975313","Treatment"
"R_3IV58tM7g8akPct","other",2017-02-06,1220,30,10,46,50,396.871,-2,-4,-2,-2,2,1,4,3,3,-4,4,-3,-4,1,3,2,-4,-4,-4,-4,-4,-2,3,-4,-4,2,"298.879","Yes",358.404,0.09,0.15,0.09,0.04,0.12,0.02,0.48,0.65,0.51,0.25,0.11,0.09,0.5,0.14,0.24,0.24,0.02,0,0.07,0.04,0.6,0.5,0.12,0.18,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","None","Only intuition","","52.908","Male","1990","Master's degree","    Self-employed","29034426","Treatment"
"R_3j0VsaF0leOe9Vp","mturk",2017-02-06,1660,30,25,20,50,72.312,-2,-1,-3,-4,-2,-1,1,2,2,-3,4,3,-1,1,3,1,-2,1,-1,-2,-3,-1,-1,0,-2,-1,"633.764","",259.786,0.81,0.66,0.31,0.8,0.7,0.34,0.81,0.62,0.3,0.6,0.3,0.85,0.8,0.69,0.62,0.38,0.29,0.21,0.51,0.6,0.72,0.79,0.51,0.7,"Moderately bad","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","News","Mostly intuition, some analysis","I relied on recent news reports and mostly extrapolated from there with my intuition. For instance, news reports on the progress in liberating Mosul indicate that only about a third of the city was liberated in the months since the operation began so extrapolating from there it seems likely it will take much longer than April to complete.","632.402","Male","1962","Bachelor's degree","    Employed for wages","32057450","Control"
"R_3j8JgtEnSCUdT7a","mturk",2017-02-06,493,30,10,12,20,113.259,1,0,4,4,4,4,4,-4,-4,2,2,-4,-4,-2,-4,-4,-4,-4,1,-4,4,-4,-4,4,0,4,"149.559","",139.595,1,0.3,0,0,0,0,0.6,0,1,0.55,0,0,0.2,0,0,0.2,0,0.61,0.27,0.3,0,0.35,0,0,"Slightly good","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","None","Mostly intuition, some analysis","I used knowledge I already have about the events talked about.","55.246","Male","1989","Some college/university but no degree","    Employed for wages","69060108","Control"
"R_3JCJfZBhFoxS6xr","mturk",2017-02-06,732,30,40,35,2,126.908,3,4,4,4,4,4,4,-4,-3,-4,2,-3,-4,3,4,2,-3,3,1,2,-3,-2,-3,3,-2,2,"200.198","Yes",221.526,0.61,0.82,0.9,0.3,0.81,0.39,0.92,0.3,0.93,0.28,0.19,0.83,0.83,0.92,1,1,0.84,0.67,0.33,0.2,0.78,0.92,0.15,0.15,"Slightly bad","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","None","Only intuition","I've been keeping up with most of the issues listed, so it was just a matter of thinking back on what I've read.","98.237","Male","1971","High school graduate (high school diploma or equivalent)","    Employed for wages","22351507","Treatment"
"R_3JrUorMzIuhrlh2","uni",2017-02-13,1130,30,0.25,23,0.04,329.63,3,1,1,4,4,-1,2,-4,-4,-4,-4,-4,-4,3,4,4,-2,-2,4,0,-3,-4,-4,2,1,-4,"310.363","",384.762,0.75,0.66,0.39,0.07,0.46,0.82,0.85,0.17,0.47,0.3,0.95,0.32,0.72,0.3,0.05,0.82,0.02,0.97,0.02,0.03,0.48,0.93,0.65,0.31,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","News,Academic papers","Mostly intuition, some analysis","No particular method","57.401","Male","1992","Bachelor's degree","    A student","38380348","Control"
"R_3Jwv9KL3XxDBDfg","uni",2017-02-11,496,25,25,23,50,148.132,-1,2,-1,1,3,1,1,3,3,-2,4,2,2,2,3,3,-2,-2,-2,-4,2,4,2,1,1,2,"142.212","Yes",156.458,0.7,0.8,0.39,0.2,0.53,0.6,0.6,0.65,0.25,0.4,0.3,0.65,0.55,0.6,0.45,0.55,0.6,0.45,0.36,0.45,0.6,0.7,0.4,0.51,"Moderately good","Yes, I have tried forecasting events a few times","None","Individually","10-30 min","News,Reports of non-government organizations,Online databases / statistics","Mostly intuition, some analysis","","23.935","Female","1993","Bachelor's degree","    A student","49880792","Treatment"
"R_3k4IaEjdAmsdrE7","mturk",2017-02-07,796,30,25,22,4,164.46,-2,-2,-2,-3,-1,-3,1,-1,4,1,4,3,1,-3,-3,-2,-3,-2,-1,-2,-1,2,3,2,2,4,"233.366","Yes",206.188,0.75,0.17,0.63,0.47,0.22,0.31,1,0.35,0.69,0.31,0.4,0.36,0.26,0.72,0.75,0.58,0.66,0.81,0.25,0.59,0.18,0.63,0.28,0.61,"Slightly good","No, I never participated in any forecasting of events","None","Individually","10-30 min","Online databases / statistics","Mostly analysis, some intuition","I tried to remember the facts that have been posted","67.455","Female","1989","Bachelor's degree","    Employed for wages","20021589","Treatment"
"R_3KIaXY6QmqHVbFh","mturk",2017-02-06,725,30,25,20,50,268.656,2,0,3,0,3,3,3,0,0,-3,0,0,0,2,2,3,-2,-1,3,0,0,-2,0,0,0,0,"186.929","",151.365,0.7,0.57,0.34,0.03,0.3,0.86,0.9,0.31,0.69,0.35,0.4,0.62,0.7,0.82,0.7,0.95,0.51,0.51,0.42,0.25,0.69,0.64,0.59,0.55,"Neither good nor bad","Yes, I have tried forecasting events a few times","None","Individually","Less than 10 min","None","Only intuition","Mainly guessing, some more informed than others from I already know.","51.059","Female","1983","Bachelor's degree","    Self-employed","21118702","Control"
"R_3KJDOYsOxEyBsBF","mturk",2017-02-06,572,25,20,15,5,81.966,-3,-4,-4,-4,-4,-4,-4,4,4,4,4,4,0,-3,-4,-4,-4,-4,-4,-4,4,4,4,4,-4,4,"182.389","",132.916,0.8,1,0.46,0.49,0.14,0.09,1,0.08,0.56,0.29,0.08,0.67,0.5,0.71,0.91,0.28,0,0.18,0.04,0.14,0.51,0.96,0.49,0.51,"Slightly bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","None","Only intuition","I honestly just guessed based off of the memory of news stories I've seen in the past.  I especially guessed on situations I've never heard of before.  ","89.234","Male","1981","Some college/university but no degree","    Employed for wages","53181618","Control"
"R_3knyKUNUyzxV2OP","other",2017-02-06,2469,30,25,20,55,703.207,1,1,2,-1,4,1,3,3,3,-2,4,-1,-4,1,2,-1,-4,1,1,-2,-2,2,1,1,-3,1,"362.226","",1087.549,0.4,0.65,0.33,0.2,0.4,0.45,0.8,0.65,0.85,0.05,0.1,0.6,0.95,0.12,0.4,0.85,0.65,0.05,0.05,0.15,0.9,0.49,0.16,0.65,"Slightly good","Yes, I have tried forecasting events a few times","Yes, but less than six months","Individually","10-30 min","News,Reports of non-government organizations,Reports of governments and/or international organizations,Online databases / statistics","Mostly intuition, some analysis","","184.457","Male","1988","Master's degree","    Out of work and looking for work","17406741","Control"
"R_3KVKN45VkGFySyc","other",2017-02-09,12473,30,25,20,NA,7467.261,-1,-1,-1,-1,1,-1,3,1,-1,-1,3,3,-3,-2,1,1,-3,-3,-2,-2,-2,0,2,-1,-2,1,"324.253","Yes",805.416,0.22,0.15,0.05,0.26,0.17,0.4,0.78,0.09,0.47,0.6,0.09,0.66,0.29,0.06,0.32,0.93,0.12,0.1,0.13,0.23,0.85,0.76,0.08,0.16,"Slightly bad","No, I never participated in any forecasting of events","Yes, between six months and two years","Individually","10-30 min","News,Academic papers,Reports of non-government organizations,Reports of governments and/or international organizations","Mostly intuition, some analysis","","47.237","Female","1992","Bachelor's degree","    A student","75040043","Treatment"
"R_3lKPwYtu2xEWHGF","uni",2017-02-11,979,33,25,23,15,276.683,1,-1,1,-4,-2,0,4,4,1,-2,4,2,-1,2,2,3,-3,1,-3,-4,-3,-1,2,4,-4,1,"248.502","",288.75,0.75,0.3,0.2,0.5,0.52,0.32,1,0.3,0.3,0.61,0.19,0.97,0.39,0.92,0.9,0.22,0.23,0.28,0.33,0.04,0.55,0.81,0.35,0.34,"Moderately good","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","None","Mostly analysis, some intuition","","56.42","Female","1991","Bachelor's degree","    A student","93889611","Control"
"R_3lMOnnldZBPovMj","mturk",2017-02-07,1125,30,40,26,2,406.663,1,2,1,1,3,4,0,2,1,1,-1,1,-3,3,4,4,0,-1,4,0,-4,-1,-2,2,-1,0,"316.82","Yes",244.185,0.79,0.3,0.2,0.15,0.05,0.91,0.9,0.5,0.5,0.79,0.5,0.69,0.5,0.6,0.33,0.37,0.07,0.7,0.31,0.85,0.79,0.83,0.5,0.5,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","News","Mostly intuition, some analysis","did not really use a method","59.981","Male","1979","Bachelor's degree","    Employed for wages","3877523","Treatment"
